"Reference","Study_common_taxon","Site_name","Sampling_effort","Longitude","Latitude","Species","Measurement","Effort_corrected_measurement"
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"biolleyi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"cordovensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"louisianae",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"marginiventris",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"perparva",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"rogeri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"trinidadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"melanocephalum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"bicarinatum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"cornetzi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"opulentus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"gilva",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"auropunctata",9,9
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"rochai",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"mayri",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"ruidum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"annulata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"haenschei",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"striatula",4,4
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"bauri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"chelifer",6,6
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"constricta",7,7
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"crenata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"fauveli",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"harpax",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"impressa",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"obscuricornis",7,7
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"unidentata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"antillana",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest6",12,-76.2999001687,3.8369453831,"boliviensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"brevicornis",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"ocellatus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"exsanguis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"fuhrmanni",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"cephalotes",3,3
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"cavernicola",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"indicatus",3,3
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"novogranadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"wroughtonii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"nuda",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"maculatus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"costatus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"rimosus",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"bispinosus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"diversus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"lutosus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"brunneus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"burchellii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"hartigii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"reitteri",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"coecus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"praedator",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"iniquum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"incisus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"floricola",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"smithii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"humilis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"iridescens",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"balzani",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"iheringi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"longicornis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",4,4
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",5,5
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",4,4
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"scabriusculus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"boopis",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"elongatus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"gracilis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"pallens",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"termitarius",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"eggersi",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"gundlachi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"depressiceps",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"subedentata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"wheeleri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"zeteki",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"belti",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"foreli",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"tonduzi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"geminata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",5,5
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"biolleyi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"cordovensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"louisianae",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"marginiventris",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"perparva",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"rogeri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"trinidadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"melanocephalum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"bicarinatum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"cornetzi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"opulentus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"gilva",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"auropunctata",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"rochai",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"mayri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"ruidum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"annulata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"haenschei",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"striatula",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"bauri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"chelifer",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"constricta",5,5
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"crenata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"fauveli",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"harpax",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"impressa",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"obscuricornis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"unidentata",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"antillana",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest8",12,-76.002361,4.438306,"boliviensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"brevicornis",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"ocellatus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"exsanguis",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"fuhrmanni",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",8,8
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"cephalotes",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"cavernicola",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"indicatus",3,3
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"novogranadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"wroughtonii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"nuda",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"maculatus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"costatus",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"rimosus",3,3
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"bispinosus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"diversus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"lutosus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"brunneus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"burchellii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"hartigii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"reitteri",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"coecus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"praedator",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"iniquum",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"incisus",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"floricola",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"smithii",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",2,2
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"humilis",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"iridescens",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"balzani",4,4
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"",1,1
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"iheringi",0,0
"Cabra-García et al. 2012","Arthropoda","Bamboo forest9",12,-75.8644789979,4.90479288778,"longicornis",0,0
